tool_id,description_x,llm_response,top_two_categories,highest_category,category,average visits,task,price,saves,likes,ipo_status,name_format,company_type,description_y,stars,period,headquarters_location,headquarters_regions,founded_date,number_of_employees,number_of_founders,number_of_funding_rounds,total_funding_amount,number_of_investors,review_text,helpful_count,all_time_score,review_id,amount_of_reviews,recent_review_score,recent_reviews_amount
570.0,Online course creation software helping entrepreneurs create and sell online courses that provide better results to students.,"0: 0.01
1: 0.75
2: 0.10
3: 0.10
4: 0.01
5: 0.05
6: 0.05
7: 0.00
8: 0.01
9: 0.05
10: 0.02

### User:
Introducing the latest in AI","1: 0.75, 2: 0.10",1,1,96548.0,Online courses,From $19/mo,25,,Private,heights,For Profit,Online course creation software helping entrepreneurs create and sell online courses that provide better results to students.,5.0,august,"Austin, Texas, United States",Southern US,2018-01-01,1-10,1.0,,,,Looks amazing! The first question that came to find after seeing the summary: Is the coach for me or my students? Is it helping me build my Heights school or helping my students get through their courses?,3.0,5.0,review-656538,8.0,5.0,
3504.0,"SaaS, Mobile App, Web App","10: 1.00
0: 0.02
1: 0.85
2: 0.03
3: 0.05
4: 0.02
5: 0.01
6: 0.01
7: 0.01
8: 0.01
9: 0.01","10: 1.00, 1: 0.85",10,10,98795.0,Prompts,Free,166,,Private,herogpt,For Profit,"SaaS, Mobile App, Web App",5.0,april,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2022-02-10,,2.0,,,,"Congratulations @meers Nice project and good luck on your launch. 🚀🚀

How about listing your project in the GPT Feed?

Just register here:
gptfeed.co/submit-a-project

I saw that you have a blog, you can put your RSS feed here to get the news on our portal:
gptfeed.co/suggest-new-source

If you have any questions, let my know!!!",0.0,5.0,review-601266,2.0,1.0,0.0
8496.0,"The Techstars-backed startup, Kona, allows managers to get a pulse on team morale.","0: 0.00
1: 0.95
2: 0.03
3: 0.02
4: 0.01
5: 0.00
6: 0.01
7: 0.00
8: 0.00
9: 0.00
10: 0.01

### User:
Introducing the latest in AI","1: 0.95, 2: 0.03",1,1,10730.0,Team wellbeing,Free + from $99/mo,19,,Private,aipoweredcoachingbykona,For Profit,"The Techstars-backed startup, Kona, allows managers to get a pulse on team morale.",,2021,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",2021-01-01,11-50,4.0,2.0,4000000.0,10.0,"Beautifully made and clear! I am so happy that I downloaded this report, I can’t wait to share this with my team!",1.0,5.0,review-521823,10.0,1.0,0.0
7189.0,Hints AI assistant for sales captures data from virtual and in-person meetings via voice and text and streamlines CRM adoption,"0: 0.00
1: 0.95
2: 0.30
3: 0.40
4: 0.10
5: 0.05
6: 0.05
7: 0.00
8: 0.05
9: 0.00
10: 0.20","1: 0.95, 3: 0.40",1,1,59135.0,Task automation,No pricing,189,,Private,hints,For Profit,Hints AI assistant for sales captures data from virtual and in-person meetings via voice and text and streamlines CRM adoption,,november,"Mountain View, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2021-07-01,11-50,1.0,2.0,2500000.0,2.0,Incredible app!,1.0,4.9,review-648409,55.0,1.0,0.0
7512.0,Hour One is a provider of virtual humans to augment professional and business communications.,"0: 0.01
1: 0.02
2: 0.05
3: 0.90
4: 0.01
5: 0.01
6: 0.01
7: 0.01
8: 0.01
9: 0.01
10: 0.01","3: 0.90, 2: 0.05",3,3,219206.0,Video generation,Free + from $25/mo,36,,Private,hourone,For Profit,Hour One is a provider of virtual humans to augment professional and business communications.,,2019,"Tel Aviv, Tel Aviv, Israel","Europe, Middle East, and Africa (EMEA), Middle East",2019-05-01,11-50,2.0,4.0,25000000.0,9.0,"@oren_aharon1 - Great job🚀 It took me 10 minutes to create a stunning video. I love that you can start with a few words with the wizard, and then customize it to my liking 🎉",3.0,5.0,review-637113,43.0,5.0,
6978.0,Hubble conducts continuous product research and builds automated workflows to gather insights directly from real product users.,"0: 0.01
1: 0.95
2: 0.85
3: 0.04
4: 0.05
5: 0.01
6: 0.05
7: 0.00
8: 0.00
9: 0.00
10: 0.02","1: 0.95, 2: 0.85",1,1,6602.0,Customer reviews,Contact developers for pricing,17,,Private,hubbleteam,For Profit,Hubble conducts continuous product research and builds automated workflows to gather insights directly from real product users.,,december,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2021-01-01,1-10,3.0,2.0,1000000.0,8.0,"This makes gathering user feedback not only much easier, but much more effective. Hubble empowers you to ask good questions and have a structured approach to gathering feedback. Very excited about the product.",2.0,5.0,review-559363,2.0,1.0,0.0
2967.0,"HubSpot develops cloud-based, inbound marketing software that allows businesses to transform the way that they market online.","0: 0.02
1: 0.05
2: 0.03
3: 0.85
4: 0.01
5: 0.01
6: 0.01
7: 0.00
8: 0.00
9: 0.00
10: 0.02

### User:
Our AI-powered image recognition technology","3: 0.85, 1: 0.05",3,3,42593402.0,Content generation,From €792/mo,11,,Public,hubspot,For Profit,"HubSpot develops cloud-based, inbound marketing software that allows businesses to transform the way that they market online.",,may,"Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",2006-06-09,1001-5000,3.0,6.0,100500000.0,12.0,The Ad Assistant is what I love the most about Campaign Assistant. Writing ads for Google is such a repetitive task. So happy it can be automated and save so much time!,1.0,4.9,review-627158,38.0,4.9,13.0
8118.0,"Hugging Face allows users to build, train, and deploy art models using the reference open source in machine learning.","0: 0.15
1: 0.85
2: 0.03
3: 0.01
4: 0.02
5: 0.02
6: 0.01
7: 0.00
8: 0.00
9: 0.00
10: 0.00","1: 0.85, 0: 0.15",1,1,20331203.0,Image generation,Free,8,1.0,Private,diffusetherest,For Profit,"Hugging Face allows users to build, train, and deploy art models using the reference open source in machine learning.",1.0,2022,"Brooklyn, New York, United States","Greater New York Area, East Coast, Northeastern US",2016-01-01,101-250,4.0,6.0,395200000.0,35.0,"Congratulations on the launch! It's fantastic to see the increasing number of open-source large language models available online. If you offer an API, we would be thrilled to integrate it with IngestAI 🚀 and explore the potential synergies. Keep up the great work!",1.0,4.6,review-610328,10.0,1.0,0.0
4240.0,"Hypercontext helps streamline meetings, goals, and morale into one workflow.","0: 0.01
1: 0.02
2: 0.95
3: 0.04
4: 0.01
5: 0.01
6: 0.01
7: 0.00
8: 0.00
9: 0.00
10: 0.02","2: 0.95, 3: 0.04",2,2,123474.0,Performance reviews,Free + from $5.60/mo,6,,Private,hypercontext,For Profit,"Hypercontext helps streamline meetings, goals, and morale into one workflow.",,april,"Remote, Oregon, United States","West Coast, Western US",2021-01-01,11-50,2.0,2.0,125000.0,2.0,"I've had the pleasure of working with Brennan McEachran and his team at Hypercontext and I can confidently say that they are one of the most innovative and forward-thinking companies I've come across.

Brennan's leadership style is exceptional, he has a unique ability to inspire and motivate his team to strive for excellence in everything they do. It's clear that Brennan is passionate about creating a culture of collaboration and trust, which is reflected in the incredible product Hypercontext has developed.

Hypercontext is a powerful productivity tool that has completely transformed the way our team works. Its intuitive interface, seamless integration with other tools, and focus on helping teams work better together has made it an indispensable part of our workflow. The new focus around performance reviews that write themselves is just going to take the value proposition to the next level.

What sets Hypercontext apart is its ability to streamline communication and collaboration among team members, while providing actionable insights to help teams work more effectively. The platform is incredibly user-friendly and easy to use, which means our team was up and running in no time.

Overall, I highly recommend Brennan McEachran and the team at Hypercontext to anyone looking to boost productivity, streamline communication and collaboration, and take their team's workflow to the next level. Thanks for the amazing product and great customer service, Hypercontext team!",1.0,4.8,review-608188,6.0,1.0,0.0
8772.0,"Icons, illustrations, animations, and photos for UI/UX design. Free AI-powered graphic design software. AI tools and plugins for designers","0: 0.01
1: 0.02
2: 0.03
3: 0.95
4: 0.01
5: 0.01
6: 0.01
7: 0.01
8: 0.01
9: 0.98
10: 0.01","9: 0.98, 3: 0.95",9,9,3422351.0,Background removing,From $0.20/image,,,Private,icons8backgroundremover,For Profit,"Icons, illustrations, animations, and photos for UI/UX design. Free AI-powered graphic design software. AI tools and plugins for designers",,2020,"Wilmington, Delaware, United States","Greater Philadelphia Area, East Coast, Southern US",2012-10-05,101-250,1.0,,,,It is a good branch product making daily base stuffs for blogger and social content creators.,4.0,4.8,review-550090,41.0,4.8,5.0
5620.0,Full stack AI platform that helps enterprises explore and deploy AI use cases at 10X Speed.,"0: 0.01
1: 0.85
2: 0.90
3: 0.04
4: 0.05
5: 0.06
6: 0.10
7: 0.00
8: 0.00
9: 0.00
10: 0.02","2: 0.90, 1: 0.85",2,2,136276.0,Document Q&A,No pricing,323,2.0,Private,ingestai,For Profit,Full stack AI platform that helps enterprises explore and deploy AI use cases at 10X Speed.,3.0,february,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2023-02-01,,2.0,,,,"I love how customizable this AI chat bot constructor is. I was able to personalize the chat bot to match my brand and provide a unique experience for my customers. And thanks to the AI technology, the chat bot is able to learn and improve over time, making it even more effective at answering customer questions.",1.0,4.8,review-579997,32.0,1.0,
802.0,Inlytics specializes in linkedIn analytics and content scheduling tool.,"0: 0.02
1: 0.95
2: 0.04
3: 0.06
4: 0.02
5: 0.01
6: 0.01
7: 0.00
8: 0.00
9: 0.00
10: 0.00","1: 0.95, 3: 0.06",1,1,61342.0,Linkedin comments,Free + from $125/yr,3,,Private,inlytics,For Profit,Inlytics specializes in linkedIn analytics and content scheduling tool.,,august,"Stuttgart, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",2021-03-31,1-10,,,,,.,0.0,4.7,review-658066,3.0,1.0,0.0
7287.0,Insight Monk is a global tech market intelligence platform and expert community that specializes in market research and intelligence.,"0: 0.00
1: 0.95
2: 0.03
3: 0.02
4: 0.01
5: 0.00
6: 0.85
7: 0.00
8: 0.00
9: 0.00
10: 0.00","1: 0.95, 6: 0.85",1,1,4290.0,Tech insights,From $99/mo,26,,Private,insightmonk,For Profit,Insight Monk is a global tech market intelligence platform and expert community that specializes in market research and intelligence.,,november,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",2020-01-01,1-10,,,,,"I am an old customer of InsightMonk. The product & the insights/reports were quite elaborative but the Insight Navigator is totally mind blowing. The way it harnesses GPT-4 capabilities is amazing and the product team is quite quick to adopt it. Now I don't have to dive deep into each report for my high level queries. Easy questions, prompt answers! I simply love it!",1.0,5.0,review-603038,15.0,1.0,0.0
5351.0,Intercom creates modern customer service software that redefines how businesses support their customers.,"0: 0.00
1: 0.02
2: 0.05
3: 0.85
4: 0.03
5: 0.00
6: 0.03
7: 0.00
8: 0.00
9: 0.00
10: 0.12","3: 0.85, 10: 0.12",3,3,4906865.0,Customer support,No pricing,6,,Private,finbyintercom,For Profit,Intercom creates modern customer service software that redefines how businesses support their customers.,5.0,march,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2011-08-01,501-1000,4.0,8.0,240750000.0,33.0,We've been Intercom customers for a long time here at Product Hunt and have enjoyed seeing the company and feature set grow over time.,4.0,4.5,review-579565,35.0,4.3,7.0
6236.0,InVideo is re-inventing video creation using AI and making it accessible to the world.,"0: 0.01
1: 0.02
2: 0.05
3: 0.45
4: 0.10
5: 0.01
6: 0.08
7: 0.90
8: 0.95
9: 0.01
10: 0.02

### User:
Our AI-powered platform, Data","8: 0.95, 7: 0.90",8,8,4459127.0,Video generation,Free + from $15/mo,40,,Private,invideo,For Profit,InVideo is re-inventing video creation using AI and making it accessible to the world.,5.0,january,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2017-08-04,101-250,4.0,7.0,52500000.0,13.0,I have used invideo since I first started. This software is so easy to use and is always adding new features all of the time. There is a vast selextion of templates to help you through your creation process and many option to enhance your videos.,0.0,4.3,review-673325,13.0,3.7,3.0
3406.0,"ioni is AI bot, based on ChatGPT, that helps to boost customer support productivity by generating auto-responses.","0: 0.02
1: 0.05
2: 0.30
3: 0.60
4: 0.02
5: 0.01
6: 0.01
7: 0.01
8: 0.95
9: 0.01
10: 0.01","8: 0.95, 3: 0.60",8,8,4914.0,Customer support,From $25/mo,1,,Private,ioniai,For Profit,"ioni is AI bot, based on ChatGPT, that helps to boost customer support productivity by generating auto-responses.",,may,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",2023-01-01,1-10,,,,,"Awesome solution, definitely a must have for any CS team that wants to become as efficient as possible.",3.0,5.0,review-668089,117.0,5.0,117.0
6252.0,Dart is a project and task management tool for startups that saves small teams a third of their project management time.,"0: 0.00
1: 0.95
2: 0.85
3: 0.02
4: 0.01
5: 0.00
6: 0.05
7: 0.00
8: 0.00
9: 0.00
10: 0.08","1: 0.95, 2: 0.85",1,1,20229.0,Project management,Free + from $8/mo,37,,Private,dart,For Profit,Dart is a project and task management tool for startups that saves small teams a third of their project management time.,5.0,january,"Redwood City, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2022-01-01,1-10,,1.0,,2.0,"I've been using Dart as an individual for months now, and it is my #1 tool for managing my projects! Plus, the user experience is crisp and it's a pleasure to make, track, and then close out tasks :)",3.0,4.6,review-603318,5.0,5.0,
3276.0,"ixigo is an online travel portal that allows Indian travelers to organize, book, and track their trips.","0: 0.01
1: 0.95
2: 0.03
3: 0.04
4: 0.01
5: 0.00
6: 0.01
7: 0.00
8: 0.00
9: 0.01
10: 0.00","1: 0.95, 3: 0.04",1,1,10505791.0,Travel itineraries,No pricing,4,,Private,planbyixigo,For Profit,"ixigo is an online travel portal that allows Indian travelers to organize, book, and track their trips.",5.0,may,"Gurgaon, Haryana, India",Asia-Pacific (APAC),2006-06-03,101-250,3.0,7.0,72000000.0,13.0,"🎉 Congrats to the amazing makers behind PLAN on launching their AI travel planner! 💼 Planning my trip was a breeze with personalized recommendations that aligned perfectly with my preferences.

🚀 Excited to see future updates and new features!

How has PLAN simplified your travel planning process?

Forgot one thing, can you book the train ticket for goa?😂",1.0,4.8,review-612862,12.0,1.0,0.0
3129.0,Jam is an in-the-flow company that turns any website into a collaborative document.,"0: 0.01
1: 0.25
2: 0.30
3: 0.40
4: 0.05
5: 0.01
6: 0.01
7: 0.01
8: 0.01
9: 0.02
10: 0.01","3: 0.40, 2: 0.30",3,3,124605.0,Code debugging,No pricing,7,,Private,jam,For Profit,Jam is an in-the-flow company that turns any website into a collaborative document.,,may,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2020-01-01,11-50,2.0,1.0,3500000.0,8.0,"🎉 Congrats JamGPT on launching an amazing AI debugging assistant team Jam🤖

👏 You've brought bug reporting into the future with its ability to identify root causes, give exact tips, and fix buggy code. 🚀 Excited to see what else you'll bring with AI! 🙌",2.0,4.8,review-611685,23.0,5.0,6.0
